"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","HubSpot defined","Created user","Usages","Fill rate","Last Updated Time","Update Source"
"Design Work","design_work","enumeration","","requests_information","true","Alpha (2qkF3SXwi5-S1MyHOYxNv); Client (BjpPobRQMjPMiB785QuUi)","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"End Date","end_date","date","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1); Automation platform flow (1)","0%","",""
"Fulfillment Requested By","fulfillment_requested_by","date","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (2)","0%","",""
"Gift Card Quantity","gift_card_quantity","number","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Gift Card Variables","gift_card_variables","enumeration","","requests_information","true","Keychain Companion (epsB0r1vg0G5uQtrg6OHU); Gift Card Holder/Envelope (fIcNa2e7QB6qcURCqQlaH)","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Guest Check Paper","guest_check_paper","number","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Handheld Adjustment","handheld_adjustment","enumeration","","requests_information","true","Add (_9ZjGUBBdaUwALumTPMYb); Remove (BSud6jlLFFCYYN8LJtXi2); Replace (Wvf-uZHHGmUEnKDB-NUjr)","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Created by user ID","hs_created_by_user_id","number","The user who created this record. This value is set automatically by HubSpot.","requests_information","false","","true","true","false","true","false","true","HubSpot","","0%","",""
"Object create date/time","hs_createdate","datetime","The date and time at which this object was created. This value is automatically set by HubSpot and may not be modified.","requests_information","false","","true","true","false","false","false","true","HubSpot","Calculated property (1)","0%","",""
"Object last modified date/time","hs_lastmodifieddate","datetime","Most recent timestamp of any property update for this object. This includes HubSpot internal properties, which can be visible or hidden. This property is updated automatically.","requests_information","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Merged record IDs","hs_merged_object_ids","enumeration","The list of record IDs that have been merged into this record. This value is set automatically by HubSpot.","requests_information","false","","true","true","false","true","false","true","HubSpot","","0%","",""
"Record ID","hs_object_id","number","The unique ID for this record. This value is set automatically by HubSpot.","requests_information","false","","true","true","false","false","false","true","HubSpot","Automation platform flow (1); Flow action (1)","0%","",""
"Record source detail 1","hs_object_source_detail_1","string","First level of detail on how this record was created.","requests_information","false","","true","true","false","false","false","true","HubSpot","Automation platform flow (5)","0%","",""
"Record source detail 2","hs_object_source_detail_2","string","Second level of detail on how this record was created.","requests_information","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Record source detail 3","hs_object_source_detail_3","string","Third level of detail on how this record was created.","requests_information","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Record source","hs_object_source_label","enumeration","How this record was created.","requests_information","false","","true","true","false","true","false","true","HubSpot","","0%","",""
"Shared teams","hs_shared_team_ids","enumeration","Additional teams whose users can access the record based on their permissions. This can be set manually or through Workflows or APIs.","requests_information","false","","false","true","false","true","false","true","HubSpot","","0%","",""
"Shared users","hs_shared_user_ids","enumeration","Additional users that can access the record based on their permissions. This can be set manually or through Workflows and APIs.","requests_information","false","","false","true","false","true","false","true","HubSpot","","0%","",""
"Updated by user ID","hs_updated_by_user_id","number","The user who last updated this record. This value is set automatically by HubSpot.","requests_information","false","","true","true","false","true","false","true","HubSpot","","0%","",""
"Owner assigned date","hubspot_owner_assigneddate","datetime","The most recent timestamp of when an owner was assigned to this record. This value is set automatically by HubSpot.","requests_information","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Owner","hubspot_owner_id","enumeration","The owner of the object.","requests_information","false","","false","true","false","true","false","true","HubSpot","","0%","",""
"Owner's main team","hubspot_team_id","enumeration","The main team of the record owner. This value is set automatically by HubSpot.","requests_information","false","","true","true","false","true","false","true","HubSpot","","0%","",""
"Kitchen Display Adjustment","kitchen_display_adjustment","enumeration","","requests_information","true","Add (747NkCl9os5mBXMgsFNuI); Remove (dX7azTNHMzZ0nFZQ-HG8v); Replace (7nfEvNHk6dWJQP3_zW8z5)","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Kitchen Paper - 1PLY","kitchen_paper__1ply","number","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Kitchen Paper - 2PLY","kitchen_paper__2ply","number","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Kitchen Paper - 3PLY","kitchen_paper__3ply","number","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Kitchen Printer Adjustment","kitchen_printer_adjustment","enumeration","","requests_information","true","Add (l87Y5ntQNGtKXrMqHckSe); Remove (XzglyQDXtwassIm3wFKqV); Replace (EWM46ytRVuuJzKmceYoSG)","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Mileage Report","mileage_report","string","","requests_information","true","","false","false","false","true","false","false","Lucas Graham","Form (2); Dependent conditional field (1)","0%","",""
"# of 2-Way Splitters","of_2_way_splitters","number","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"# of Cash Drawers","of_cash_drawers","number","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (2)","0%","",""
"# of Guest Check Printers","of_guest_check_printers","number","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"# of Handhelds","of_handhelds","number","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (2)","0%","",""
"# of Kitchen Displays","of_kitchen_displays","number","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (2)","0%","",""
"# of Kitchen Printers","of_kitchen_printers","number","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"# of Stations","of_stations","number","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (2)","0%","",""
"Order Type","order_type","enumeration","","requests_information","true","Paper; Gift Cards; Hardware; Software; Services","false","false","false","false","false","false","Lucas Graham","Form (1); Automation platform flow (2)","0%","",""
"Reimbursement Receipt ","reimbursement_receipt","string","","requests_information","true","","false","false","false","true","false","false","Lucas Graham","Form (2); Dependent conditional field (1)","0%","",""
"Request Amount","request_amount","number","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (2); Automation platform flow (1); Dependent conditional field (2)","0%","",""
"Request Approved?","request_approved_","enumeration","","requests_information","false","Yes (true); No (false)","false","false","false","false","false","false","Lucas Graham","","0%","",""
"Request Description","request_description","string","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (3); Automation platform flow (11)","0%","",""
"Request Name","request_name","string","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (4); Automation platform flow (16)","0%","",""
"Request Completed or Paid","request_paid_","enumeration","","requests_information","false","Yes; No","false","false","false","false","false","false","Lucas Graham","Automation platform flow (2)","0%","",""
"Request Type","request_type","enumeration","","requests_information","true","Staff Payment (Payment); Mileage Reimbursement; Reimbursement; Work from Home; PTO; Project; Lease Creation; Client Billing; Admin Task","false","false","false","false","false","false","Lucas Graham","Form (2); Automation platform flow (14); Controlling conditional field (3)","0%","",""
"Serial # of Cash Drawer(s)","serial___of_cash_drawer_s_","string","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Serial # of Handheld(s)","serial___of_handheld_s_","string","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Serial # of Kitchen Display(s)","serial___of_kitchen_display_s_","string","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Serial # of Kitchen Printer(s)","serial___of_kitchen_printer_s_","string","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Serial # of Station(s)","serial___of_station_s_","string","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Service Requested","service_requested","enumeration","","requests_information","true","Front of House Training (RS0mhacHxKUornofPk3f3); Back of House Training (ykGWjJSYAv6Wr9xC54iuH); Wiring/Networking (BqYzcrk0TPcQNttWR0UOV); Non-Emergency Miscellaneous On-site Work (9yMAny-aGinjdYZCO1YAY); Menu Refresh Programming (NwI9MPqxf2b_r3kLaoQjj); Growth Consulting Consultation (qy1LCmoI55SOeFkas7pHO)","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Sick Day","sick_day","date","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","","0%","",""
"Software Add-on Action","software_add_on_action","enumeration","","requests_information","true","Add (cZdFLwZ67fek0e6royIRD); Remove (RrUdilKxYGnpUy-DwivcG)","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Software Add-on Options","software_add_on_options","enumeration","","requests_information","true","Online Ordering (dvY6-AveVhY0wCny60DN-); 3rd Party Ordering Integration (u19vkheZXGwePNihwrd_q); Loyalty (Ps-EQR8irtxfMIn6fnLue); Email Marketing (BrfqqgQpq51PAQkW5-bo8); SMS Marketing (gAOg3nstd2fIKJyJTUcKn); AI Email Marketing (MAaApnREb5ZBxNhhNqZ5G); Caller ID Integration (166Eq4QpUrznEt9eRU9GN); AI Phone Acceptance (2EUotSRwwsdKxTpCUWmqp); Gift Card Acceptance (r3WIRZi55VbpINhOupbD1); E-Gift Card Acceptance (nLJfJnOrhLgtbyt577sRe); Inventory (g1lC4siad3VbTBCqwzJPW); Reservations (QQehMMZCjPdGkG0ScFTbu); Waitlist (x68z3kH3QMPpPj_8mBgma); Event Booking (q5xcDBgv-5Cge4282FsHM); Staff Scheduling (7pOSVhH9vPIhAxFxZtild); Catering Solution (vq95RSNmAsGB6JLb7AbWI); Mobile App (Nmq8t5pFdoDGxUZYtqpkd)","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Special Order Instructions","special_order_instructions","string","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Start Date","start_date","date","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1); Automation platform flow (1)","0%","",""
"Station Adjustment","station_adjustment","enumeration","","requests_information","true","Add (8xF3NBytaaw-RZ40x4QnO); Remove (Mgu6bjdgRXg09zQQFKHD_); Replace (pmAIVNNczkuSdnCrFDbMw)","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Submitted By","submitted_by","string","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Time Open","time_open","datetime","The time the request has been open.","requests_information","false","","true","false","true","false","false","false","Lucas Graham","","0%","",""
"Year","year","number","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (2); Automation platform flow (2); Dependent conditional field (1)","0%","",""
